sensor_type, device_type, timestamps, pressure, 
pressure,smartphone,1454962158681687344,1011.690
pressure,smartphone,1454962158859720313,1011.246
pressure,smartphone,1454962159038234792,1011.958
pressure,smartphone,1454962159215807969,1011.096
pressure,smartphone,1454962159393494323,1012.252
pressure,smartphone,1454962159570647031,1011.193
pressure,smartphone,1454962159749362969,1011.894
pressure,smartphone,1454962159926786094,1011.685
pressure,smartphone,1454962160284651718,1011.146
pressure,smartphone,1454962160462754218,1011.768
pressure,smartphone,1454962160638633907,1012.240
pressure,smartphone,1454962160817407761,1011.664
pressure,smartphone,1454962160994777917,1011.385
pressure,smartphone,1454962161350877917,1011.003
pressure,smartphone,1454962161528898229,1011.329
pressure,smartphone,1454962161706838280,1011.558
pressure,smartphone,1454962161885652708,1011.630
pressure,smartphone,1454962162241698594,1011.323
pressure,smartphone,1454962162419714167,1011.481
pressure,smartphone,1454962162597816094,1011.599
pressure,smartphone,1454962162776105000,1011.148
pressure,smartphone,1454962162953707968,1011.448
pressure,smartphone,1454962163307343959,1011.494
pressure,smartphone,1454962163486810156,1011.039
pressure,smartphone,1454962163664000469,1011.411
pressure,smartphone,1454962163842858437,1011.170
pressure,smartphone,1454962164196929063,1011.092
pressure,smartphone,1454962164377699532,1011.529
pressure,smartphone,1454962164552999323,1010.902
pressure,smartphone,1454962164730923177,1011.437
pressure,smartphone,1454962164908957552,1011.154
pressure,smartphone,1454962165264467656,1011.090
pressure,smartphone,1454962165442739896,1011.777
pressure,smartphone,1454962165621566250,1011.007
pressure,smartphone,1454962165798178021,1011.608
pressure,smartphone,1454962165976889427,1011.071
pressure,smartphone,1454962166332946562,1011.191
pressure,smartphone,1454962166510628646,1011.561
pressure,smartphone,1454962166687958333,1011.262
pressure,smartphone,1454962166867282917,1011.736
pressure,smartphone,1454962167043782604,1011.326
pressure,smartphone,1454962167224780625,1011.067
pressure,smartphone,1454962167401813073,1011.124
pressure,smartphone,1454962167579737396,1011.307
pressure,smartphone,1454962167755856458,1011.455
pressure,smartphone,1454962167934632760,1010.900
pressure,smartphone,1454962168290982605,1011.121
pressure,smartphone,1454962168468766719,1011.814
pressure,smartphone,1454962168646898750,1011.611
pressure,smartphone,1454962168824706145,1011.705
pressure,smartphone,1454962169178916875,1011.810
pressure,smartphone,1454962169358785521,1011.425
pressure,smartphone,1454962169535625365,1011.652
pressure,smartphone,1454962169714550416,1011.253
pressure,smartphone,1454962169890941771,1011.615
pressure,smartphone,1454962170246491562,1011.182
pressure,smartphone,1454962170423939687,1011.714
pressure,smartphone,1454962170602110521,1011.349
pressure,smartphone,1454962170780444168,1011.105
pressure,smartphone,1454962170958002605,1011.335
pressure,smartphone,1454962171313812083,1011.351
pressure,smartphone,1454962171491607084,1011.593
pressure,smartphone,1454962171669866042,1011.297
pressure,smartphone,1454962171847866146,1011.249
pressure,smartphone,1454962172203773854,1011.684
pressure,smartphone,1454962172382089636,1011.348
pressure,smartphone,1454962172560696564,1010.862
pressure,smartphone,1454962172736917917,1011.057
pressure,smartphone,1454962172916004167,1011.595
pressure,smartphone,1454962173271311094,1011.022
pressure,smartphone,1454962173449343073,1011.209
pressure,smartphone,1454962173627205936,1011.639
pressure,smartphone,1454962173805414949,1011.511
pressure,smartphone,1454962173982901198,1011.147
pressure,smartphone,1454962174338981355,1011.672
pressure,smartphone,1454962174516714375,1011.023
pressure,smartphone,1454962174694980677,1010.854
pressure,smartphone,1454962174872836823,1011.467
pressure,smartphone,1454962175050606771,1011.616
pressure,smartphone,1454962175228270990,1011.537
pressure,smartphone,1454962175405759218,1010.911
pressure,smartphone,1454962175583818177,1011.638
pressure,smartphone,1454962175761961199,1011.569
pressure,smartphone,1454962175939800625,1011.679
pressure,smartphone,1454962176296027292,1011.432
pressure,smartphone,1454962176476074740,1010.987
pressure,smartphone,1454962176651962552,1011.143
pressure,smartphone,1454962176831789844,1011.004
pressure,smartphone,1454962177185447812,1011.250
pressure,smartphone,1454962177363952448,1010.770
pressure,smartphone,1454962177542629062,1011.148
pressure,smartphone,1454962177720042292,1011.255
pressure,smartphone,1454962177898297761,1011.276
pressure,smartphone,1454962178253012553,1011.189
pressure,smartphone,1454962178432374479,1011.041
pressure,smartphone,1454962178608108698,1011.305
pressure,smartphone,1454962178786427760,1011.366
pressure,smartphone,1454962178964340521,1011.077
pressure,smartphone,1454962179320962292,1011.308
pressure,smartphone,1454962179498913906,1011.320
pressure,smartphone,1454962179676819895,1011.161
pressure,smartphone,1454962179856463281,1010.896
pressure,smartphone,1454962180210695105,1011.179
pressure,smartphone,1454962180387751719,1010.874
pressure,smartphone,1454962180566004896,1010.737
pressure,smartphone,1454962180744365469,1011.437
pressure,smartphone,1454962180922058646,1011.204
pressure,smartphone,1454962181278878490,1010.804
pressure,smartphone,1454962181456882449,1011.438
pressure,smartphone,1454962181633658333,1011.201
pressure,smartphone,1454962181811970469,1010.653
pressure,smartphone,1454962181989116823,1011.683
pressure,smartphone,1454962182345522136,1011.190
pressure,smartphone,1454962182522919949,1010.658
pressure,smartphone,1454962182701016147,1011.746
pressure,smartphone,1454962182878981563,1011.432
pressure,smartphone,1454962183057154480,1011.723
pressure,smartphone,1454962183234973906,1010.646
pressure,smartphone,1454962183414706614,1011.360
pressure,smartphone,1454962183590449427,1010.820
pressure,smartphone,1454962183768916199,1010.872
pressure,smartphone,1454962183947904688,1010.660
pressure,smartphone,1454962184303859739,1011.003
pressure,smartphone,1454962184480909114,1010.618
pressure,smartphone,1454962184659896042,1011.030
pressure,smartphone,1454962184837901980,1011.039
pressure,smartphone,1454962185191928646,1010.607
pressure,smartphone,1454962185369690417,1010.703
pressure,smartphone,1454962185547910104,1010.770
pressure,smartphone,1454962185725995938,1011.187
pressure,smartphone,1454962185903292865,1011.169
pressure,smartphone,1454962186259062865,1010.807
pressure,smartphone,1454962186437093281,1011.074
pressure,smartphone,1454962186614991406,1011.037
pressure,smartphone,1454962186793206093,1010.844
pressure,smartphone,1454962186971209167,1010.838
pressure,smartphone,1454962187326932605,1010.851
pressure,smartphone,1454962187504830155,1010.545
pressure,smartphone,1454962187682700260,1010.742
pressure,smartphone,1454962187860695626,1011.268
pressure,smartphone,1454962188216327396,1010.538
pressure,smartphone,1454962188394235312,1010.613
pressure,smartphone,1454962188572480313,1011.304
pressure,smartphone,1454962188749946719,1010.987
pressure,smartphone,1454962188928029844,1010.542
pressure,smartphone,1454962189283354687,1011.328
pressure,smartphone,1454962189461878541,1011.077
pressure,smartphone,1454962189640267292,1010.297
pressure,smartphone,1454962189817735781,1011.459
pressure,smartphone,1454962189995654635,1011.343
pressure,smartphone,1454962190351590417,1010.490
pressure,smartphone,1454962190528889531,1011.463
pressure,smartphone,1454962190707843125,1011.317
pressure,smartphone,1454962190885570574,1011.159
pressure,smartphone,1454962191062087552,1010.444
pressure,smartphone,1454962191242653959,1011.500
pressure,smartphone,1454962191418900052,1010.574
pressure,smartphone,1454962191597412292,1011.458
pressure,smartphone,1454962191775297395,1010.461
pressure,smartphone,1454962191954869687,1011.286
pressure,smartphone,1454962192308902448,1011.319
pressure,smartphone,1454962192488050990,1010.524
pressure,smartphone,1454962192664697916,1011.154
pressure,smartphone,1454962192842722291,1010.715
pressure,smartphone,1454962193198055001,1010.654
pressure,smartphone,1454962193377789063,1011.121
pressure,smartphone,1454962193556254323,1010.726
pressure,smartphone,1454962193733769583,1011.160
pressure,smartphone,1454962193909883907,1010.594
pressure,smartphone,1454962194267625834,1010.879
pressure,smartphone,1454962194444925312,1011.032
pressure,smartphone,1454962194623097552,1010.777
pressure,smartphone,1454962194800977292,1010.715
pressure,smartphone,1454962194979013229,1010.812
pressure,smartphone,1454962195333472501,1010.452
pressure,smartphone,1454962195512980625,1010.613
pressure,smartphone,1454962195689249948,1010.909
pressure,smartphone,1454962195867008126,1011.002
pressure,smartphone,1454962196222758594,1010.348
pressure,smartphone,1454962196400821562,1010.908
pressure,smartphone,1454962196578881563,1011.018
pressure,smartphone,1454962196757073594,1010.790
pressure,smartphone,1454962196935861927,1010.912
pressure,smartphone,1454962197292175989,1010.917
pressure,smartphone,1454962197469936146,1010.576
pressure,smartphone,1454962197647848490,1010.760
pressure,smartphone,1454962197824742187,1011.015
pressure,smartphone,1454962198181015052,1010.617
pressure,smartphone,1454962198358117605,1010.693
pressure,smartphone,1454962198536169479,1010.626
pressure,smartphone,1454962198714127083,1010.934
pressure,smartphone,1454962198891888594,1010.551
pressure,smartphone,1454962199069354271,1010.765
pressure,smartphone,1454962199247842761,1010.611
pressure,smartphone,1454962199425576718,1010.894
pressure,smartphone,1454962199604953958,1010.521
pressure,smartphone,1454962199781871094,1011.071
pressure,smartphone,1454962199960961980,1010.500
pressure,smartphone,1454962200315137291,1010.339
pressure,smartphone,1454962200492828333,1010.716
pressure,smartphone,1454962200670462605,1010.520
pressure,smartphone,1454962200848805261,1010.905
pressure,smartphone,1454962201205011094,1010.688
pressure,smartphone,1454962201382121042,1010.585
pressure,smartphone,1454962201560414844,1010.859
pressure,smartphone,1454962201737945521,1010.404
pressure,smartphone,1454962201916149218,1010.675
pressure,smartphone,1454962202272947917,1010.882
pressure,smartphone,1454962202449594480,1011.009
pressure,smartphone,1454962202628337501,1010.980
pressure,smartphone,1454962202805959322,1010.578
pressure,smartphone,1454962202983824740,1010.611
pressure,smartphone,1454962203339324844,1010.716
pressure,smartphone,1454962203517613490,1010.794
pressure,smartphone,1454962203695262291,1010.896
pressure,smartphone,1454962203873755677,1010.792
pressure,smartphone,1454962204229688699,1010.569
pressure,smartphone,1454962204407780105,1010.730
pressure,smartphone,1454962204584697395,1010.892
pressure,smartphone,1454962204762654167,1010.595
pressure,smartphone,1454962204941365573,1010.567
pressure,smartphone,1454962205298613907,1010.862
pressure,smartphone,1454962205475629531,1010.349
pressure,smartphone,1454962205651018594,1010.606
pressure,smartphone,1454962205654180365,1010.606
pressure,smartphone,1454962205831590677,1010.851
pressure,smartphone,1454962206186864687,1010.808
pressure,smartphone,1454962206365055937,1010.419
pressure,smartphone,1454962206542860989,1010.903
pressure,smartphone,1454962206722826667,1010.689
pressure,smartphone,1454962206898363959,1011.163
pressure,smartphone,1454962207078183073,1010.604
pressure,smartphone,1454962207255808697,1010.834
pressure,smartphone,1454962207433696822,1010.364
pressure,smartphone,1454962207610573959,1010.902
pressure,smartphone,1454962207788039011,1010.598
pressure,smartphone,1454962207968749063,1010.848
pressure,smartphone,1454962208323835625,1011.104
pressure,smartphone,1454962208501833542,1010.727
pressure,smartphone,1454962208678084219,1010.958
pressure,smartphone,1454962208855781354,1010.808
pressure,smartphone,1454962209213550781,1010.593
pressure,smartphone,1454962209390834010,1011.119
pressure,smartphone,1454962209567416667,1011.125
pressure,smartphone,1454962209745292604,1011.409
pressure,smartphone,1454962209923800104,1010.540
pressure,smartphone,1454962210281818906,1011.528
pressure,smartphone,1454962210456745834,1010.304
pressure,smartphone,1454962210634989375,1010.607
pressure,smartphone,1454962210813063802,1010.849
pressure,smartphone,1454962210990738906,1011.437
pressure,smartphone,1454962211348852084,1010.843
pressure,smartphone,1454962211526788542,1011.052
pressure,smartphone,1454962211703721302,1010.755
pressure,smartphone,1454962211881727291,1010.280
pressure,smartphone,1454962212236559791,1010.985
pressure,smartphone,1454962212414263541,1010.548
pressure,smartphone,1454962212593714531,1010.551
pressure,smartphone,1454962212769866771,1010.651
pressure,smartphone,1454962212949726615,1011.001
pressure,smartphone,1454962213304828906,1011.015
pressure,smartphone,1454962213483705312,1010.630
pressure,smartphone,1454962213660693594,1010.881
pressure,smartphone,1454962213838846563,1010.642
pressure,smartphone,1454962214196098177,1010.642
pressure,smartphone,1454962214370869063,1010.944
pressure,smartphone,1454962214550821980,1010.533
pressure,smartphone,1454962214727250938,1011.357
pressure,smartphone,1454962214904893333,1010.530
pressure,smartphone,1454962215082337344,1011.159
pressure,smartphone,1454962215261359375,1010.133
pressure,smartphone,1454962215438717083,1011.444
pressure,smartphone,1454962215617176563,1010.598
pressure,smartphone,1454962215794899896,1011.081
pressure,smartphone,1454962215972167968,1011.579
pressure,smartphone,1454962216328426563,1010.604
pressure,smartphone,1454962216505901666,1010.843
pressure,smartphone,1454962216685034426,1010.307
pressure,smartphone,1454962216862072865,1010.586
pressure,smartphone,1454962217217219948,1010.929
pressure,smartphone,1454962217395592812,1010.538
pressure,smartphone,1454962217573206771,1010.683
pressure,smartphone,1454962217751406407,1010.909
pressure,smartphone,1454962217929301615,1010.888
pressure,smartphone,1454962218285421979,1011.139
pressure,smartphone,1454962218462908178,1011.343
pressure,smartphone,1454962218641594843,1011.055
pressure,smartphone,1454962218819512292,1010.409
pressure,smartphone,1454962218996971042,1011.332
pressure,smartphone,1454962219349735521,1011.517
pressure,smartphone,1454962219531129063,1010.283
pressure,smartphone,1454962219709006823,1011.251
pressure,smartphone,1454962219887296667,1010.634
pressure,smartphone,1454962220242732865,1010.284
pressure,smartphone,1454962220419888855,1011.130
pressure,smartphone,1454962220601338803,1010.779
pressure,smartphone,1454962220776339426,1011.063
pressure,smartphone,1454962220956125989,1010.377
pressure,smartphone,1454962221310408021,1010.914
pressure,smartphone,1454962221490840208,1010.637
pressure,smartphone,1454962221665374478,1010.690
pressure,smartphone,1454962221845191458,1010.704
pressure,smartphone,1454962222199766511,1011.114
pressure,smartphone,1454962222377457917,1010.706
pressure,smartphone,1454962222556834636,1010.625
pressure,smartphone,1454962222736082291,1010.994
pressure,smartphone,1454962222911396771,1011.141
pressure,smartphone,1454962223088945260,1010.885
pressure,smartphone,1454962223269089636,1010.623
pressure,smartphone,1454962223445902240,1011.049
pressure,smartphone,1454962223624594479,1010.936
pressure,smartphone,1454962223801130990,1010.473
pressure,smartphone,1454962223979375990,1010.641
pressure,smartphone,1454962224336599635,1010.944
pressure,smartphone,1454962224514622604,1010.325
pressure,smartphone,1454962224691799583,1010.527
pressure,smartphone,1454962224870846094,1011.243
pressure,smartphone,1454962225225959531,1010.339
pressure,smartphone,1454962225403099428,1011.343
pressure,smartphone,1454962225579614532,1011.203
pressure,smartphone,1454962225758541459,1011.366
pressure,smartphone,1454962225937712813,1010.302
pressure,smartphone,1454962226292148802,1011.199
pressure,smartphone,1454962226471815313,1011.524
pressure,smartphone,1454962226649808022,1010.423
pressure,smartphone,1454962226827707032,1011.131
pressure,smartphone,1454962227181118750,1010.874
pressure,smartphone,1454962227360752969,1010.354
pressure,smartphone,1454962227538845625,1010.965
pressure,smartphone,1454962227715244478,1010.768
pressure,smartphone,1454962227894840417,1010.750
pressure,smartphone,1454962228248942344,1011.158
pressure,smartphone,1454962228427485937,1010.638
pressure,smartphone,1454962228605487760,1010.929
pressure,smartphone,1454962228782927553,1010.366
pressure,smartphone,1454962228960153385,1010.955
pressure,smartphone,1454962229316943124,1011.151
pressure,smartphone,1454962229495803801,1010.384
pressure,smartphone,1454962229673672447,1011.076
pressure,smartphone,1454962229852213906,1010.542
pressure,smartphone,1454962230206048280,1010.186
pressure,smartphone,1454962230383752187,1010.820
pressure,smartphone,1454962230561504844,1010.328
pressure,smartphone,1454962230739734064,1011.106
pressure,smartphone,1454962230918019636,1011.194
pressure,smartphone,1454962231096029323,1010.957
pressure,smartphone,1454962231273524636,1010.642
pressure,smartphone,1454962231451567500,1011.291
pressure,smartphone,1454962231629185417,1011.421
pressure,smartphone,1454962231807363021,1011.001
pressure,smartphone,1454962231985316041,1010.553
pressure,smartphone,1454962232341153594,1011.108
pressure,smartphone,1454962232519068230,1011.077
pressure,smartphone,1454962232696527240,1010.515
pressure,smartphone,1454962232875032656,1011.138
pressure,smartphone,1454962233230399428,1010.306
pressure,smartphone,1454962233408911511,1010.516
pressure,smartphone,1454962233586451510,1011.201
pressure,smartphone,1454962233764342291,1011.122
pressure,smartphone,1454962233942078750,1010.398
pressure,smartphone,1454962234298739011,1011.115
pressure,smartphone,1454962234476378594,1011.083
pressure,smartphone,1454962234653976771,1010.494
pressure,smartphone,1454962234831661459,1011.245
pressure,smartphone,1454962235187364479,1011.684
pressure,smartphone,1454962235366247396,1010.333
pressure,smartphone,1454962235544977135,1011.353
pressure,smartphone,1454962235723105625,1011.177
pressure,smartphone,1454962235900036094,1011.788
pressure,smartphone,1454962236255924896,1011.261
pressure,smartphone,1454962236434700520,1010.643
pressure,smartphone,1454962236612762656,1011.810
pressure,smartphone,1454962236789185885,1010.440
pressure,smartphone,1454962236967407136,1011.312
pressure,smartphone,1454962237322826771,1011.749
pressure,smartphone,1454962237501427761,1010.416
pressure,smartphone,1454962237678838438,1011.244
pressure,smartphone,1454962237858787500,1010.975
pressure,smartphone,1454962238212678438,1010.175
pressure,smartphone,1454962238390696980,1011.204
pressure,smartphone,1454962238570432500,1010.716
pressure,smartphone,1454962238748678073,1011.128
pressure,smartphone,1454962238924876615,1010.442
pressure,smartphone,1454962239103444479,1011.265
pressure,smartphone,1454962239282112135,1010.842
pressure,smartphone,1454962239457914532,1011.094
pressure,smartphone,1454962239637867448,1010.367
pressure,smartphone,1454962239814216823,1011.039
pressure,smartphone,1454962239993497655,1010.929
pressure,smartphone,1454962240349812761,1010.864
pressure,smartphone,1454962240525274792,1010.973
pressure,smartphone,1454962240703881510,1011.111
pressure,smartphone,1454962240882612708,1011.203
pressure,smartphone,1454962241237618803,1010.954
pressure,smartphone,1454962241414975572,1011.031
pressure,smartphone,1454962241594700103,1011.111
pressure,smartphone,1454962241771468803,1010.635
pressure,smartphone,1454962241948910782,1010.938
pressure,smartphone,1454962242305271353,1011.210
pressure,smartphone,1454962242484724062,1010.805
pressure,smartphone,1454962242661968646,1010.814
pressure,smartphone,1454962242838400053,1011.223
pressure,smartphone,1454962243194912344,1010.729
pressure,smartphone,1454962243373692656,1010.958
pressure,smartphone,1454962243551836197,1010.999
pressure,smartphone,1454962243729984635,1011.115
pressure,smartphone,1454962243906502551,1011.095
pressure,smartphone,1454962244261492447,1010.834
pressure,smartphone,1454962244441773751,1011.121
pressure,smartphone,1454962244619821511,1010.906
pressure,smartphone,1454962244797820938,1011.305
pressure,smartphone,1454962244973270156,1010.893
pressure,smartphone,1454962245329389479,1010.850
pressure,smartphone,1454962245506863803,1011.175
pressure,smartphone,1454962245684733802,1010.812
pressure,smartphone,1454962245863208125,1011.092
pressure,smartphone,1454962246218386146,1010.967
pressure,smartphone,1454962246397445365,1010.796
pressure,smartphone,1454962246575349895,1011.146
pressure,smartphone,1454962246752821041,1010.980
pressure,smartphone,1454962246930430365,1011.352
pressure,smartphone,1454962247108430990,1010.966
pressure,smartphone,1454962247286963436,1011.277
pressure,smartphone,1454962247464395937,1011.303
pressure,smartphone,1454962247642599687,1011.261
pressure,smartphone,1454962247820269011,1010.839
pressure,smartphone,1454962247997817500,1011.325
pressure,smartphone,1454962248353889947,1011.308
pressure,smartphone,1454962248531456823,1010.918
pressure,smartphone,1454962248709271563,1011.251
pressure,smartphone,1454962248888278542,1011.177
pressure,smartphone,1454962249243405677,1010.964
pressure,smartphone,1454962249421189584,1011.378
pressure,smartphone,1454962249599624480,1011.239
pressure,smartphone,1454962249777613073,1010.674
pressure,smartphone,1454962249955825677,1010.987
pressure,smartphone,1454962250311153751,1011.295
pressure,smartphone,1454962250490825938,1011.002
pressure,smartphone,1454962250666876979,1010.941
pressure,smartphone,1454962250844473333,1011.351
pressure,smartphone,1454962251201384011,1010.723
pressure,smartphone,1454962251378202239,1011.369
pressure,smartphone,1454962251557936250,1011.375
pressure,smartphone,1454962251739980990,1011.319
pressure,smartphone,1454962251913652187,1010.786
pressure,smartphone,1454962252269826198,1011.488
pressure,smartphone,1454962252447522500,1011.459
pressure,smartphone,1454962252626153229,1010.769
pressure,smartphone,1454962252803692656,1011.210
pressure,smartphone,1454962252981816719,1011.427
pressure,smartphone,1454962253337026041,1010.670
pressure,smartphone,1454962253515093073,1011.367
pressure,smartphone,1454962253693522864,1010.958
pressure,smartphone,1454962253871648803,1011.457
pressure,smartphone,1454962254225566353,1011.512
pressure,smartphone,1454962254403627343,1011.003
pressure,smartphone,1454962254581878334,1011.169
pressure,smartphone,1454962254760643281,1010.711
pressure,smartphone,1454962254937640573,1011.491
pressure,smartphone,1454962255114577501,1011.011
pressure,smartphone,1454962255293004792,1011.431
pressure,smartphone,1454962255471795208,1011.095
pressure,smartphone,1454962255650920625,1011.586
pressure,smartphone,1454962255826932604,1011.142
pressure,smartphone,1454962256182324427,1011.186
pressure,smartphone,1454962256360758542,1011.132
pressure,smartphone,1454962256540766563,1010.849
pressure,smartphone,1454962256716945520,1011.147
pressure,smartphone,1454962256894282864,1011.198
pressure,smartphone,1454962257251526927,1011.054
pressure,smartphone,1454962257429833230,1011.373
pressure,smartphone,1454962257606504427,1011.272
pressure,smartphone,1454962257785104896,1011.426
pressure,smartphone,1454962257963626406,1011.124
pressure,smartphone,1454962258317248230,1011.300
pressure,smartphone,1454962258494970624,1011.508
pressure,smartphone,1454962258673252396,1011.103
pressure,smartphone,1454962258851467605,1011.542
pressure,smartphone,1454962259207781979,1011.306
pressure,smartphone,1454962259385004531,1011.052
pressure,smartphone,1454962259564651094,1011.572
pressure,smartphone,1454962259742674583,1011.297
pressure,smartphone,1454962259917410782,1011.348
pressure,smartphone,1454962260275169948,1011.409
pressure,smartphone,1454962260452863959,1011.303
pressure,smartphone,1454962260556674219,1011.025
pressure,smartphone,1454962260807929636,1011.459
pressure,smartphone,1454962260986495989,1011.606
pressure,smartphone,1454962261342358073,1010.882
pressure,smartphone,1454962261519881979,1011.826
pressure,smartphone,1454962261697780521,1011.661
pressure,smartphone,1454962261875974532,1011.439
pressure,smartphone,1454962262231865208,1011.984
pressure,smartphone,1454962262409378959,1011.717
pressure,smartphone,1454962262587935001,1011.688
pressure,smartphone,1454962262765898749,1010.698
pressure,smartphone,1454962262943643021,1011.868
pressure,smartphone,1454962263120870157,1010.974
pressure,smartphone,1454962263299863073,1012.175
pressure,smartphone,1454962263476993022,1010.730
pressure,smartphone,1454962263655393854,1011.846
pressure,smartphone,1454962263833320990,1011.203
pressure,smartphone,1454962264188876615,1010.897
pressure,smartphone,1454962264367136354,1011.520
pressure,smartphone,1454962264544432396,1011.471
pressure,smartphone,1454962264722965364,1011.502
pressure,smartphone,1454962264900521042,1010.875
pressure,smartphone,1454962265256727083,1011.406
pressure,smartphone,1454962265434278228,1011.518
pressure,smartphone,1454962265612643385,1011.474
pressure,smartphone,1454962265791651563,1011.060
pressure,smartphone,1454962265966769323,1011.438
pressure,smartphone,1454962266324823385,1011.580
pressure,smartphone,1454962266502007761,1010.849
pressure,smartphone,1454962266680465989,1011.754
pressure,smartphone,1454962266857703229,1011.284
pressure,smartphone,1454962267211310156,1011.102
pressure,smartphone,1454962267393604010,1011.638
pressure,smartphone,1454962267571622708,1012.115
pressure,smartphone,1454962267748951042,1010.779
pressure,smartphone,1454962267926845052,1011.361
