sensor_type, device_type, timestamps, ssid, bssid, frequency, level, 
wlan,smartphone,1454958418451221050,nomad5,00:15:70:59:18:31,2462.000,-81.000
wlan,smartphone,1454958418451217310,LjLr11,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958418451212050,LjLr511,00:15:70:59:18:33,2462.000,-81.000
wlan,smartphone,1454958418451146675,vpnator,00:15:70:59:18:30,2462.000,-81.000
wlan,smartphone,1454958418451095519,nomad5,00:15:70:56:21:11,2462.000,-88.000
wlan,smartphone,1454958418451247592,xfinitywifi,74:85:2a:b5:fc:12,5765.000,-82.000
wlan,smartphone,1454958418451259633,xfinitywifi,00:71:c2:af:a1:2a,5805.000,-79.000
wlan,smartphone,1454958418451222050,Allstate,74:85:2a:b5:fc:10,5765.000,-82.000
wlan,smartphone,1454958418450779102,CBCI-96A1-2.4,20:25:64:f8:94:c8,2412.000,-72.000
wlan,smartphone,1454958418450934248,Small_Threads-2,60:02:92:f9:19:98,2437.000,-72.000
wlan,smartphone,1454958418450885456,xfinitywifi,60:02:92:f9:19:9a,2437.000,-73.000
wlan,smartphone,1454958418450848737,dlink-media,1c:7e:e5:dc:c3:aa,2437.000,-86.000
wlan,smartphone,1454958418450652654,WLANe,9c:d6:43:2d:86:21,2412.000,-89.000
wlan,smartphone,1454958418451009977,wired,00:05:9e:92:27:52,2462.000,-87.000
wlan,smartphone,1454958418450959133,vpnator,00:15:70:56:21:10,2462.000,-88.000
wlan,smartphone,1454958418450786123,MedCare,8a:dc:96:26:1d:32,2437.000,-86.000
wlan,smartphone,1454958418450633175,NorthstoneRE,00:71:c2:af:da:28,2412.000,-86.000
wlan,smartphone,1454958418450915435,,00:05:9e:92:27:50,2462.000,-86.000
wlan,smartphone,1454958418450758748,,00:05:9e:92:27:51,2462.000,-88.000
wlan,smartphone,1454958418450647842,,74:44:01:9a:4e:56,2417.000,-82.000
wlan,smartphone,1454958418450644310,REGIS,10:5f:06:4d:89:45,2437.000,-75.000
wlan,smartphone,1454958418450510519,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-83.000
wlan,smartphone,1454958418450547373,XFINITY,00:0d:67:7d:cc:e1,2412.000,-88.000
wlan,smartphone,1454958418450433946,,00:0d:67:7d:cc:e8,2412.000,-89.000
wlan,smartphone,1454958418450486133,WLANh,9c:d6:43:2d:86:20,2412.000,-89.000
wlan,smartphone,1454958418450452602,belkin.bd8,08:86:3b:5f:db:d8,2412.000,-91.000
wlan,smartphone,1454958418450342237,GilmanFacialAesthetics,00:71:c2:80:39:d8,2412.000,-91.000
wlan,smartphone,1454958418450454717,xfinitywifi,00:71:c2:de:e5:22,2412.000,-86.000
wlan,smartphone,1454958418450805290,xfinitywifi,d8:97:ba:ca:66:aa,5805.000,-91.000
wlan,smartphone,1454958421975849020,CBCI-96A1-5,20:25:64:f0:2b:d8,5765.000,-71.000
wlan,smartphone,1454958421975816770,xfinitywifi,20:25:64:f0:2b:da,5765.000,-71.000
wlan,smartphone,1454958421975739385,vendcust,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958421975703718,yrneh09,00:15:70:59:18:32,2462.000,-81.000
wlan,smartphone,1454958421975784885,NorthstoneRE,00:71:c2:af:a1:28,5805.000,-80.000
wlan,smartphone,1454958421975618114,nomad5,00:15:70:59:18:31,2462.000,-81.000
wlan,smartphone,1454958421975632291,LjLr11,00:15:70:59:18:33,2462.000,-81.000
wlan,smartphone,1454958421975612051,LjLr511,00:15:70:59:18:33,2462.000,-82.000
wlan,smartphone,1454958421975539489,vpnator,00:15:70:59:18:30,2462.000,-80.000
wlan,smartphone,1454958421975541812,nomad5,00:15:70:56:21:11,2462.000,-87.000
wlan,smartphone,1454958421975596739,xfinitywifi,74:85:2a:b5:fc:12,5765.000,-85.000
wlan,smartphone,1454958421975608395,xfinitywifi,00:71:c2:af:a1:2a,5805.000,-80.000
wlan,smartphone,1454958421975545666,Allstate,74:85:2a:b5:fc:10,5765.000,-84.000
wlan,smartphone,1454958421975374051,CBCI-96A1-2.4,20:25:64:f8:94:c8,2412.000,-74.000
wlan,smartphone,1454958421975382447,Small_Threads-2,60:02:92:f9:19:98,2437.000,-73.000
wlan,smartphone,1454958421975376239,xfinitywifi,60:02:92:f9:19:9a,2437.000,-74.000
wlan,smartphone,1454958418450459104,dlink-media,1c:7e:e5:dc:c3:aa,2437.000,-86.000
wlan,smartphone,1454958421975280124,WLANe,9c:d6:43:2d:86:21,2412.000,-87.000
wlan,smartphone,1454958418450630656,wired,00:05:9e:92:27:52,2462.000,-87.000
wlan,smartphone,1454958418450577416,vpnator,00:15:70:56:21:10,2462.000,-88.000
wlan,smartphone,1454958418451401229,MedCare,8a:dc:96:26:1d:32,2437.000,-86.000
wlan,smartphone,1454958418451247499,NorthstoneRE,00:71:c2:af:da:28,2412.000,-86.000
wlan,smartphone,1454958418451526479,,00:05:9e:92:27:50,2462.000,-86.000
wlan,smartphone,1454958418451362135,,00:05:9e:92:27:51,2462.000,-88.000
wlan,smartphone,1454958421976086239,,74:44:01:9a:4e:56,2417.000,-84.000
wlan,smartphone,1454958421975547052,REGIS,10:5f:06:4d:89:45,2437.000,-72.000
wlan,smartphone,1454958421975454291,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-84.000
wlan,smartphone,1454958418450462010,XFINITY,00:0d:67:7d:cc:e1,2412.000,-88.000
wlan,smartphone,1454958418450305718,,00:0d:67:7d:cc:e8,2412.000,-89.000
wlan,smartphone,1454958421975221854,WLANh,9c:d6:43:2d:86:20,2412.000,-85.000
wlan,smartphone,1454958418451240208,belkin.bd8,08:86:3b:5f:db:d8,2412.000,-91.000
wlan,smartphone,1454958418451086458,GilmanFacialAesthetics,00:71:c2:80:39:d8,2412.000,-91.000
wlan,smartphone,1454958418451155604,xfinitywifi,00:71:c2:de:e5:22,2412.000,-86.000
wlan,smartphone,1454958421976149947,xfinitywifi,d8:97:ba:ca:66:aa,5805.000,-90.000
wlan,smartphone,1454958421976036812,ngHub_319435NU02CBD,28:c6:8e:c7:2b:43,2462.000,-84.000
wlan,smartphone,1454958421975880854,MedCare Office,88:dc:96:26:1d:32,2437.000,-84.000
wlan,smartphone,1454958421975917989,GilmanFacialAesthetics,d8:97:ba:ca:66:a8,5805.000,-90.000
wlan,smartphone,1454958421975762375,yrneh09,00:15:70:56:21:12,2462.000,-88.000
wlan,smartphone,1454958421975729916,vendcust,00:15:70:56:21:13,2462.000,-89.000
wlan,smartphone,1454958421975536093,xfinitywifi,20:25:64:f8:94:ca,2412.000,-75.000
wlan,smartphone,1454958425538565939,xfinitywifi,20:25:64:f0:2b:da,5765.000,-71.000
wlan,smartphone,1454958425538325168,vendcust,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958425537939366,yrneh09,00:15:70:59:18:32,2462.000,-86.000
wlan,smartphone,1454958425538120470,NorthstoneRE,00:71:c2:af:a1:28,5805.000,-80.000
wlan,smartphone,1454958425537813689,nomad5,00:15:70:59:18:31,2462.000,-86.000
wlan,smartphone,1454958425537824012,LjLr11,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958425537791574,LjLr511,00:15:70:59:18:33,2462.000,-81.000
wlan,smartphone,1454958425537605616,vpnator,00:15:70:59:18:30,2462.000,-84.000
wlan,smartphone,1454958425537639845,nomad5,00:15:70:56:21:11,2462.000,-88.000
wlan,smartphone,1454958425538619887,Allstate,74:85:2a:b5:fc:10,5765.000,-84.000
wlan,smartphone,1454958425537680387,CBCI-96A1-2.4,20:25:64:f8:94:c8,2412.000,-73.000
wlan,smartphone,1454958425537778501,Small_Threads-2,60:02:92:f9:19:98,2437.000,-74.000
wlan,smartphone,1454958425537659387,xfinitywifi,60:02:92:f9:19:9a,2437.000,-74.000
wlan,smartphone,1454958425537658418,dlink-media,1c:7e:e5:dc:c3:aa,2437.000,-85.000
wlan,smartphone,1454958425537766991,wired,00:05:9e:92:27:52,2462.000,-88.000
wlan,smartphone,1454958425537727658,MedCare,8a:dc:96:26:1d:32,2437.000,-83.000
wlan,smartphone,1454958425537617137,,74:44:01:9a:4e:56,2417.000,-86.000
wlan,smartphone,1454958425538375147,REGIS,10:5f:06:4d:89:45,2437.000,-73.000
wlan,smartphone,1454958425538077980,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-85.000
wlan,smartphone,1454958425538086241,WLANh,9c:d6:43:2d:86:20,2412.000,-86.000
wlan,smartphone,1454958425538026189,xfinitywifi,00:71:c2:de:e5:22,2412.000,-82.000
wlan,smartphone,1454958425538360751,xfinitywifi,d8:97:ba:ca:66:aa,5805.000,-88.000
wlan,smartphone,1454958425537667345,MedCare Office,88:dc:96:26:1d:32,2437.000,-84.000
wlan,smartphone,1454958425538286043,yrneh09,00:15:70:56:21:12,2462.000,-86.000
wlan,smartphone,1454958425538216356,vendcust,00:15:70:56:21:13,2462.000,-87.000
wlan,smartphone,1454958425536640647,xfinitywifi,20:25:64:f8:94:ca,2412.000,-75.000
wlan,smartphone,1454958425537564063,Allstate,00:71:c2:de:e5:20,2412.000,-82.000
wlan,smartphone,1454958425537533428,aas13,2a:28:5d:30:c0:90,2417.000,-90.000
wlan,smartphone,1454958425537771313,LjLr11,00:15:70:56:21:13,2462.000,-89.000
wlan,smartphone,1454958425537624167,LjLr511,00:15:70:56:21:13,2462.000,-89.000
wlan,smartphone,1454958425538271938,xfinitywifi,00:71:c2:af:da:2a,2412.000,-86.000
wlan,smartphone,1454958425538374303,HPE710n.E3142D,02:2e:5e:65:17:64,2437.000,-89.000
wlan,smartphone,1454958429130292179,CBCI-96A1-5,20:25:64:f0:2b:d8,5765.000,-70.000
wlan,smartphone,1454958429130230137,xfinitywifi,20:25:64:f0:2b:da,5765.000,-70.000
wlan,smartphone,1454958429130133429,vendcust,00:15:70:59:18:33,2462.000,-81.000
wlan,smartphone,1454958429130100960,yrneh09,00:15:70:59:18:32,2462.000,-81.000
wlan,smartphone,1454958429130169596,NorthstoneRE,00:71:c2:af:a1:28,5805.000,-79.000
wlan,smartphone,1454958429130094283,nomad5,00:15:70:59:18:31,2462.000,-80.000
wlan,smartphone,1454958429130046335,LjLr11,00:15:70:59:18:33,2462.000,-81.000
wlan,smartphone,1454958429130014429,LjLr511,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958429129951283,vpnator,00:15:70:59:18:30,2462.000,-81.000
wlan,smartphone,1454958425538098127,nomad5,00:15:70:56:21:11,2462.000,-88.000
wlan,smartphone,1454958429129991398,xfinitywifi,00:71:c2:af:a1:2a,5805.000,-80.000
wlan,smartphone,1454958429129919085,Allstate,74:85:2a:b5:fc:10,5765.000,-84.000
wlan,smartphone,1454958429129754950,CBCI-96A1-2.4,20:25:64:f8:94:c8,2412.000,-75.000
wlan,smartphone,1454958429129773064,Small_Threads-2,60:02:92:f9:19:98,2437.000,-76.000
wlan,smartphone,1454958429129741012,xfinitywifi,60:02:92:f9:19:9a,2437.000,-76.000
wlan,smartphone,1454958425537756492,dlink-media,1c:7e:e5:dc:c3:aa,2437.000,-85.000
wlan,smartphone,1454958425537929387,wired,00:05:9e:92:27:52,2462.000,-88.000
wlan,smartphone,1454958429129643231,MedCare,8a:dc:96:26:1d:32,2437.000,-84.000
wlan,smartphone,1454958425537602762,,74:44:01:9a:4e:56,2417.000,-86.000
wlan,smartphone,1454958429129600189,REGIS,10:5f:06:4d:89:45,2437.000,-73.000
wlan,smartphone,1454958429129509773,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-84.000
wlan,smartphone,1454958429129504679,WLANh,9c:d6:43:2d:86:20,2412.000,-88.000
wlan,smartphone,1454958425537469367,xfinitywifi,00:71:c2:de:e5:22,2412.000,-82.000
wlan,smartphone,1454958425537812939,xfinitywifi,d8:97:ba:ca:66:aa,5805.000,-88.000
wlan,smartphone,1454958429129447867,MedCare Office,88:dc:96:26:1d:32,2437.000,-84.000
wlan,smartphone,1454958429129547085,GilmanFacialAesthetics,d8:97:ba:ca:66:a8,5805.000,-91.000
wlan,smartphone,1454958429129432460,yrneh09,00:15:70:56:21:12,2462.000,-87.000
wlan,smartphone,1454958425538529429,vendcust,00:15:70:56:21:13,2462.000,-87.000
wlan,smartphone,1454958425538214710,xfinitywifi,20:25:64:f8:94:ca,2412.000,-75.000
wlan,smartphone,1454958429130242294,Allstate,00:71:c2:de:e5:20,2412.000,-84.000
wlan,smartphone,1454958429130260242,aas13,2a:28:5d:30:c0:90,2417.000,-91.000
wlan,smartphone,1454958425538517304,LjLr11,00:15:70:56:21:13,2462.000,-89.000
wlan,smartphone,1454958425538415471,LjLr511,00:15:70:56:21:13,2462.000,-89.000
wlan,smartphone,1454958429130168002,xfinitywifi,00:71:c2:af:da:2a,2412.000,-85.000
wlan,smartphone,1454958425538242169,HPE710n.E3142D,02:2e:5e:65:17:64,2437.000,-89.000
wlan,smartphone,1454958429130096221,NorthstoneRE,00:71:c2:af:da:28,2412.000,-86.000
wlan,smartphone,1454958429130186908,,00:05:9e:92:27:51,2462.000,-88.000
wlan,smartphone,1454958429130154169,vpnator,00:15:70:56:21:10,2462.000,-87.000
wlan,smartphone,1454958429130029596,CableWiFi,00:0d:67:7d:cc:e3,2412.000,-89.000
wlan,smartphone,1454958432611793617,CBCI-96A1-5,20:25:64:f0:2b:d8,5765.000,-70.000
wlan,smartphone,1454958432611779795,xfinitywifi,20:25:64:f0:2b:da,5765.000,-71.000
wlan,smartphone,1454958432611571117,vendcust,00:15:70:59:18:33,2462.000,-81.000
wlan,smartphone,1454958432611522378,yrneh09,00:15:70:59:18:32,2462.000,-81.000
wlan,smartphone,1454958432611773638,NorthstoneRE,00:71:c2:af:a1:28,5805.000,-79.000
wlan,smartphone,1454958432611569638,nomad5,00:15:70:59:18:31,2462.000,-80.000
wlan,smartphone,1454958432611506847,LjLr11,00:15:70:59:18:33,2462.000,-81.000
wlan,smartphone,1454958432612502315,LjLr511,00:15:70:59:18:33,2462.000,-79.000
wlan,smartphone,1454958432612435295,vpnator,00:15:70:59:18:30,2462.000,-81.000
wlan,smartphone,1454958432612504024,nomad5,00:15:70:56:21:11,2462.000,-89.000
wlan,smartphone,1454958429130452701,xfinitywifi,00:71:c2:af:a1:2a,5805.000,-80.000
wlan,smartphone,1454958432612597284,Allstate,74:85:2a:b5:fc:10,5765.000,-87.000
wlan,smartphone,1454958432612145649,CBCI-96A1-2.4,20:25:64:f8:94:c8,2412.000,-72.000
wlan,smartphone,1454958432612230013,Small_Threads-2,60:02:92:f9:19:98,2437.000,-75.000
wlan,smartphone,1454958432612226482,xfinitywifi,60:02:92:f9:19:9a,2437.000,-76.000
wlan,smartphone,1454958432612237899,dlink-media,1c:7e:e5:dc:c3:aa,2437.000,-87.000
wlan,smartphone,1454958432612226492,MedCare,8a:dc:96:26:1d:32,2437.000,-83.000
wlan,smartphone,1454958432612128586,,74:44:01:9a:4e:56,2417.000,-89.000
wlan,smartphone,1454958432611970805,REGIS,10:5f:06:4d:89:45,2437.000,-73.000
wlan,smartphone,1454958432611800909,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-86.000
wlan,smartphone,1454958432611825232,WLANh,9c:d6:43:2d:86:20,2412.000,-85.000
wlan,smartphone,1454958432611833440,xfinitywifi,00:71:c2:de:e5:22,2412.000,-81.000
wlan,smartphone,1454958432612204440,xfinitywifi,d8:97:ba:ca:66:aa,5805.000,-89.000
wlan,smartphone,1454958432611916857,MedCare Office,88:dc:96:26:1d:32,2437.000,-82.000
wlan,smartphone,1454958432612200430,GilmanFacialAesthetics,d8:97:ba:ca:66:a8,5805.000,-89.000
wlan,smartphone,1454958432612011368,yrneh09,00:15:70:56:21:12,2462.000,-87.000
wlan,smartphone,1454958432611946618,vendcust,00:15:70:56:21:13,2462.000,-87.000
wlan,smartphone,1454958432611670493,xfinitywifi,20:25:64:f8:94:ca,2412.000,-72.000
wlan,smartphone,1454958429129691670,Allstate,00:71:c2:de:e5:20,2412.000,-84.000
wlan,smartphone,1454958429129714774,aas13,2a:28:5d:30:c0:90,2417.000,-91.000
wlan,smartphone,1454958432611911565,LjLr11,00:15:70:56:21:13,2462.000,-88.000
wlan,smartphone,1454958432611907513,LjLr511,00:15:70:56:21:13,2462.000,-87.000
wlan,smartphone,1454958429129640295,xfinitywifi,00:71:c2:af:da:2a,2412.000,-85.000
wlan,smartphone,1454958429129599399,NorthstoneRE,00:71:c2:af:da:28,2412.000,-86.000
wlan,smartphone,1454958429129696232,,00:05:9e:92:27:51,2462.000,-88.000
wlan,smartphone,1454958432611845534,vpnator,00:15:70:56:21:10,2462.000,-87.000
wlan,smartphone,1454958429129555690,CableWiFi,00:0d:67:7d:cc:e3,2412.000,-89.000
wlan,smartphone,1454958432611822107,ngHub_319435NU02CBD,28:c6:8e:c7:2b:43,2462.000,-85.000
wlan,smartphone,1454958432611494576,WLANe,9c:d6:43:2d:86:21,2412.000,-86.000
wlan,smartphone,1454958432611445940,XFINITY,00:0d:67:7d:cc:e1,2412.000,-89.000
wlan,smartphone,1454958444034924873,xfinitywifi,20:25:64:f0:2b:da,5765.000,-70.000
wlan,smartphone,1454958444034753873,vendcust,00:15:70:59:18:33,2462.000,-86.000
wlan,smartphone,1454958444034719039,yrneh09,00:15:70:59:18:32,2462.000,-80.000
wlan,smartphone,1454958444034910664,NorthstoneRE,00:71:c2:af:a1:28,5805.000,-83.000
wlan,smartphone,1454958444034737779,nomad5,00:15:70:59:18:31,2462.000,-80.000
wlan,smartphone,1454958444035747310,LjLr11,00:15:70:59:18:33,2462.000,-85.000
wlan,smartphone,1454958444035741789,LjLr511,00:15:70:59:18:33,2462.000,-85.000
wlan,smartphone,1454958444035692206,vpnator,00:15:70:59:18:30,2462.000,-80.000
wlan,smartphone,1454958444035716831,nomad5,00:15:70:56:21:11,2462.000,-87.000
wlan,smartphone,1454958444035771821,xfinitywifi,00:71:c2:af:a1:2a,5805.000,-83.000
wlan,smartphone,1454958444035378654,CBCI-96A1-2.4,20:25:64:f8:94:c8,2412.000,-73.000
wlan,smartphone,1454958444035462404,Small_Threads-2,60:02:92:f9:19:98,2437.000,-74.000
wlan,smartphone,1454958444035472248,xfinitywifi,60:02:92:f9:19:9a,2437.000,-75.000
wlan,smartphone,1454958444035437404,dlink-media,1c:7e:e5:dc:c3:aa,2437.000,-89.000
wlan,smartphone,1454958444035324289,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-85.000
wlan,smartphone,1454958444035333717,WLANh,9c:d6:43:2d:86:20,2412.000,-86.000
wlan,smartphone,1454958444035195821,xfinitywifi,00:71:c2:de:e5:22,2412.000,-85.000
wlan,smartphone,1454958444035322289,MedCare Office,88:dc:96:26:1d:32,2437.000,-82.000
wlan,smartphone,1454958444035440394,vendcust,00:15:70:56:21:13,2462.000,-89.000
wlan,smartphone,1454958444035267602,xfinitywifi,20:25:64:f8:94:ca,2412.000,-77.000
wlan,smartphone,1454958444035131175,xfinitywifi,00:71:c2:af:da:2a,2412.000,-85.000
wlan,smartphone,1454958444035200956,NorthstoneRE,00:71:c2:af:da:28,2412.000,-85.000
wlan,smartphone,1454958444035281467,vpnator,00:15:70:56:21:10,2462.000,-89.000
wlan,smartphone,1454958444035128404,CableWiFi,00:0d:67:7d:cc:e3,2412.000,-87.000
wlan,smartphone,1454958444035074498,WLANe,9c:d6:43:2d:86:21,2412.000,-85.000
wlan,smartphone,1454958444035040602,Audi68108,00:1c:d7:51:d1:85,2412.000,-86.000
wlan,smartphone,1454958444035203352,,00:05:9e:92:27:50,2462.000,-87.000
wlan,smartphone,1454958444035224081,XFINITY,00:0d:67:7d:d6:55,2462.000,-91.000
wlan,smartphone,1454958444035348237,xfinitywifi,74:85:2a:b5:fc:12,5765.000,-83.000
wlan,smartphone,1454958458429650722,CBCI-96A1-5,20:25:64:f0:2b:d8,5765.000,-72.000
wlan,smartphone,1454958458429640232,xfinitywifi,20:25:64:f0:2b:da,5765.000,-72.000
wlan,smartphone,1454958458429549389,vendcust,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958458429500180,yrneh09,00:15:70:59:18:32,2462.000,-85.000
wlan,smartphone,1454958458429632378,NorthstoneRE,00:71:c2:af:a1:28,5805.000,-81.000
wlan,smartphone,1454958458429475014,nomad5,00:15:70:56:21:11,2462.000,-87.000
wlan,smartphone,1454958458429609639,xfinitywifi,00:71:c2:af:a1:2a,5805.000,-80.000
wlan,smartphone,1454958458429281628,CBCI-96A1-2.4,20:25:64:f8:94:c8,2412.000,-71.000
wlan,smartphone,1454958458429319191,Small_Threads-2,60:02:92:f9:19:98,2437.000,-75.000
wlan,smartphone,1454958458429313461,dlink-media,1c:7e:e5:dc:c3:aa,2437.000,-86.000
wlan,smartphone,1454958458429231784,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-83.000
wlan,smartphone,1454958458429135107,WLANh,9c:d6:43:2d:86:20,2412.000,-85.000
wlan,smartphone,1454958458429139097,xfinitywifi,00:71:c2:de:e5:22,2412.000,-83.000
wlan,smartphone,1454958458429252670,vendcust,00:15:70:56:21:13,2462.000,-88.000
wlan,smartphone,1454958458429086139,xfinitywifi,20:25:64:f8:94:ca,2412.000,-71.000
wlan,smartphone,1454958458429095284,WLANe,9c:d6:43:2d:86:21,2412.000,-85.000
wlan,smartphone,1454958458429342118,xfinitywifi,74:85:2a:b5:fc:12,5765.000,-86.000
wlan,smartphone,1454958458429160951,REGIS,10:5f:06:4d:89:45,2437.000,-73.000
wlan,smartphone,1454958458429096628,MedCare,8a:dc:96:26:1d:32,2437.000,-83.000
wlan,smartphone,1454958458429266722,Allstate,74:85:2a:b5:fc:10,5765.000,-86.000
wlan,smartphone,1454958458429133305,,00:05:9e:92:27:51,2462.000,-86.000
wlan,smartphone,1454958458428923086,belkin.bd8,08:86:3b:5f:db:d8,2412.000,-90.000
wlan,smartphone,1454958458429003764,,74:44:01:9a:4e:56,2417.000,-90.000
wlan,smartphone,1454958458429135118,yrneh09,00:15:70:56:21:12,2462.000,-87.000
wlan,smartphone,1454958458429205951,xfinitywifi,d8:97:ba:ca:66:aa,5805.000,-90.000
wlan,smartphone,1454958461947511807,CBCI-96A1-5,20:25:64:f0:2b:d8,5765.000,-72.000
wlan,smartphone,1454958461947439047,xfinitywifi,20:25:64:f0:2b:da,5765.000,-72.000
wlan,smartphone,1454958461947331547,vendcust,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958461947221182,yrneh09,00:15:70:59:18:32,2462.000,-81.000
wlan,smartphone,1454958458429801286,NorthstoneRE,00:71:c2:af:a1:28,5805.000,-81.000
wlan,smartphone,1454958458429645432,nomad5,00:15:70:56:21:11,2462.000,-87.000
wlan,smartphone,1454958461947388682,xfinitywifi,00:71:c2:af:a1:2a,5805.000,-79.000
wlan,smartphone,1454958461946969140,CBCI-96A1-2.4,20:25:64:f8:94:c8,2412.000,-77.000
wlan,smartphone,1454958461947066651,Small_Threads-2,60:02:92:f9:19:98,2437.000,-76.000
wlan,smartphone,1454958461947000734,dlink-media,1c:7e:e5:dc:c3:aa,2437.000,-87.000
wlan,smartphone,1454958461946903932,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-84.000
wlan,smartphone,1454958458429300942,WLANh,9c:d6:43:2d:86:20,2412.000,-85.000
wlan,smartphone,1454958461946808349,xfinitywifi,00:71:c2:de:e5:22,2412.000,-87.000
wlan,smartphone,1454958461947067130,vendcust,00:15:70:56:21:13,2462.000,-87.000
wlan,smartphone,1454958461946862140,xfinitywifi,20:25:64:f8:94:ca,2412.000,-80.000
wlan,smartphone,1454958461946770088,WLANe,9c:d6:43:2d:86:21,2412.000,-86.000
wlan,smartphone,1454958461947113390,xfinitywifi,74:85:2a:b5:fc:12,5765.000,-84.000
wlan,smartphone,1454958461946848588,REGIS,10:5f:06:4d:89:45,2437.000,-72.000
wlan,smartphone,1454958461946814422,MedCare,8a:dc:96:26:1d:32,2437.000,-83.000
wlan,smartphone,1454958458429431515,Allstate,74:85:2a:b5:fc:10,5765.000,-86.000
wlan,smartphone,1454958458429299505,,00:05:9e:92:27:51,2462.000,-86.000
wlan,smartphone,1454958458429089651,belkin.bd8,08:86:3b:5f:db:d8,2412.000,-90.000
wlan,smartphone,1454958458429169911,,74:44:01:9a:4e:56,2417.000,-90.000
wlan,smartphone,1454958461946823474,yrneh09,00:15:70:56:21:12,2462.000,-88.000
wlan,smartphone,1454958461947147661,xfinitywifi,d8:97:ba:ca:66:aa,5805.000,-89.000
wlan,smartphone,1454958461946913796,ngHub_319435NU02CBD,28:c6:8e:c7:2b:43,2462.000,-83.000
wlan,smartphone,1454958461946817952,MedCare Office,88:dc:96:26:1d:32,2437.000,-83.000
wlan,smartphone,1454958461946949942,LjLr11,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958461946900140,nomad5,00:15:70:59:18:31,2462.000,-80.000
wlan,smartphone,1454958461946927182,LjLr511,00:15:70:59:18:33,2462.000,-80.000
wlan,smartphone,1454958461946993859,GilmanFacialAesthetics,d8:97:ba:ca:66:a8,5805.000,-89.000
wlan,smartphone,1454958461946634379,NorthstoneRE,00:71:c2:af:da:28,2412.000,-86.000
wlan,smartphone,1454958461946601057,Allstate,00:71:c2:de:e5:20,2412.000,-88.000
wlan,smartphone,1454958461946865359,FIneJewlery2.4,00:71:c2:a5:6f:f8,2462.000,-94.000
wlan,smartphone,1454958461946747754,vpnator,00:15:70:59:18:30,2462.000,-80.000
wlan,smartphone,1454958461946636744,vpnator,00:15:70:56:21:10,2462.000,-87.000
wlan,smartphone,1454958461946602109,xfinitywifi,60:02:92:f9:19:9a,2437.000,-79.000
wlan,smartphone,1454958461946411307,xfinitywifi,00:71:c2:af:da:2a,2412.000,-86.000
